-113.1,-199.7,551.6
-150.9,-95.3,552.5
-48.3,81.8,560.7
6.1,97.9,564.6
-68.7,58.7,542.4
-117.0,-179.7,531.6
216.2,-147.9,545.1
225.8,-97.4,542.9
221.4,-112.7,542.0
216.6,-45.2,537.7
209.7,-157.5,538.1
63.5,89.6,539.4
-91.3,35.2,522.0
-56.5,-233.6,512.0
-24.4,79.6,527.2
212.3,-38.3,528.1
209.7,-31.8,527.2
220.1,-97.0,525.9
86.6,83.5,529.0
-54.4,-234.0,511.1
44.4,-258.8,508.1
101.8,-249.3,513.3
-134.0,-35.2,508.5
219.2,-94.0,521.6
97.0,80.9,529.4
127.0,-239.7,513.7
195.3,-178.4,520.3
-60.0,65.7,517.7
-138.8,-61.3,506.3
218.8,-67.0,525.9
65.7,88.7,524.6
184.4,14.8,527.2
189.2,7.8,525.9
121.4,68.7,526.4
-42.6,70.0,515.5
-106.1,15.7,511.6
-136.6,-70.9,505.0
-127.9,-140.5,503.3
-97.9,-194.9,503.3
-19.1,-248.8,506.3
-13.1,-268.8,559.0
37.4,-277.1,563.3
168.8,-235.3,568.1
227.5,-134.9,568.5
230.1,-121.8,568.5
126.2,77.4,576.8
32.2,97.9,571.2
-42.6,80.5,566.4
-71.8,63.5,565.1
-148.8,-82.7,555.5
-141.4,-140.9,554.2
-63.9,-244.9,558.1
-9.1,-268.4,560.3
126.2,-258.8,565.9
172.3,-229.2,568.5
231.0,-96.1,574.2
210.1,-7.0,576.8
80.0,93.1,572.9
-39.2,80.9,567.7
-113.1,22.2,561.6
-147.5,-64.4,558.1
-47.4,-253.6,558.5
53.9,-275.8,560.3
203.6,-193.6,570.7
230.6,-107.4,571.6
126.6,75.7,574.2
81.3,91.8,574.6
10.0,95.7,572.5
10.0,95.7,572.5
10.0,95.7,572.5
10.0,95.7,572.5
10.0,95.3,572.5
10.0,95.7,572.5
10.0,95.7,572.5
